avg_dist,avg_inc_price,avg_rating_by_driver,avg_rating_of_driver,city_Carthag,city_Harko,fancy_car_user,first_month_cat_more_1_trip,first_month_cat_no_trips,inc_pct,month_5_still_here,phone_iPhone,weekday_pct
3.6,1.18,4.8,4.9,1,0,TRUE,1,0,20,1,1,46.7
4.51,1,4.7,5,0,0,FALSE,0,1,0,1,1,16.7
14.99,1,5,4,1,0,FALSE,0,0,0,0,1,0
2.41,1,5,5,1,0,FALSE,1,0,0,0,1,0
0.8,1,4,3,0,0,FALSE,0,0,0,0,1,100
2.44,1.5,5,5,0,0,FALSE,0,1,50,0,1,0
2.26,1,5,4.3,1,0,FALSE,1,0,0,0,0,66.7
1.29,1,5,5,1,0,TRUE,1,0,0,0,0,0
1.76,1.19,4.8,4,0,0,FALSE,1,0,50,1,1,50
14.3,1,5,,0,0,FALSE,0,0,0,0,1,100
1.24,1,5,5,1,0,FALSE,0,1,0,0,0,100
4.17,1,5,,1,0,FALSE,1,0,0,1,1,100
3.39,1.25,4.8,4.3,0,1,FALSE,1,0,25,1,1,66.7
3.98,1,5,,1,0,TRUE,0,0,0,0,1,100
8.43,1.5,5,5,0,0,FALSE,0,0,100,0,0,0
5.42,1,5,5,0,0,FALSE,0,1,0,0,0,100
3.31,1.04,4.9,5,0,0,FALSE,0,0,7.7,1,1,61.5
6.67,1.04,4.9,4.3,1,0,TRUE,1,0,14.3,0,0,57.1
1.13,1,4.4,5,0,0,FALSE,1,0,0,0,1,100
4.25,1.45,4.6,5,0,0,TRUE,0,0,40,0,1,0
14.24,1,5,5,1,0,FALSE,1,0,0,0,1,100
7.96,1,5,5,0,1,FALSE,1,0,0,0,0,0
5.09,1.13,4.4,4.8,0,1,FALSE,1,0,14.3,1,0,85.7
5.28,1.33,4.6,4.1,0,0,FALSE,1,0,33.3,1,1,55.6
3.22,1,4,3.5,0,0,TRUE,1,0,0,0,1,100
3.4,1.07,4.8,4.6,0,0,FALSE,1,0,11.1,0,1,94.4
14.18,1,5,2,0,1,TRUE,0,0,0,0,1,50
2.02,1,5,5,1,0,FALSE,0,1,0,0,1,100
2.98,1,5,5,0,1,TRUE,1,0,0,1,1,0
8.36,1,5,5,0,1,FALSE,1,0,0,1,0,100
4.88,1.07,4.9,4.9,0,1,FALSE,1,0,8.1,1,1,91.9
8.18,1,2.5,3,0,0,TRUE,0,1,0,0,1,100
3.58,1,4.8,5,0,0,TRUE,1,0,0,1,0,60
17.93,1,5,5,0,0,TRUE,0,1,0,1,1,100
6.73,1,5,,0,0,TRUE,0,0,0,0,1,100
4.64,1,5,5,0,1,FALSE,0,1,0,0,0,100
1.66,2.75,5,5,1,0,FALSE,0,1,100,0,0,100
1.58,1,5,5,0,1,TRUE,0,0,0,1,1,100
3.21,1,5,4.8,0,0,FALSE,1,0,0,0,0,100
6.78,1,5,,1,0,FALSE,0,0,0,0,1,0
5.58,1,5,4.5,1,0,TRUE,1,0,0,1,0,85.7
2.91,1,5,5,1,0,FALSE,0,1,0,0,0,100
2.15,1.08,4.8,4.9,0,1,TRUE,1,0,10.1,1,1,52.2
0.84,1,5,5,1,0,FALSE,0,1,0,1,0,100
13.15,1.07,4.9,4.8,0,1,FALSE,1,0,15.8,1,1,84.2
3.46,1.04,5,3.5,1,0,FALSE,1,0,16.7,0,0,100
5.93,1,5,5,0,0,FALSE,0,1,0,1,1,75
11.36,1,4.5,4,0,0,FALSE,0,1,0,0,1,100
1.44,1,5,,1,0,FALSE,0,1,0,1,0,0
3.45,2.63,5,4,1,0,FALSE,1,0,100,0,1,50
6.15,1,5,5,1,0,FALSE,0,0,0,0,1,50
8.62,1,5,,0,0,TRUE,0,0,0,0,0,0
6.46,1,5,5,1,0,TRUE,1,0,0,0,1,0
9.92,1,5,5,1,0,TRUE,0,1,0,0,1,100
6.93,1,4.7,4.5,0,0,TRUE,1,0,0,0,1,44.4
1.96,1.05,5,4.7,0,1,TRUE,0,1,12.5,1,1,62.5
4.19,1.04,4.3,5,1,0,TRUE,0,1,16.7,1,1,33.3
14.24,1,5,,0,0,TRUE,0,1,0,0,1,100
13.12,1,4.3,4.5,0,0,FALSE,1,0,0,0,0,75
2.05,1,5,5,1,0,FALSE,0,0,0,0,1,0
3.5,1.06,3.8,4.8,1,0,FALSE,1,0,25,0,1,100
13.92,1,5,5,0,0,FALSE,0,0,0,0,0,0
9.01,1,5,1,0,0,FALSE,0,0,0,0,0,0
1.12,1,5,5,1,0,FALSE,0,1,0,1,1,0
12.36,1,3,,1,0,TRUE,0,1,0,1,1,100
7.24,1,4.5,4,0,0,FALSE,0,1,0,1,1,0
13.9,1,5,5,1,0,FALSE,0,0,0,0,0,100
0,1,5,5,0,0,FALSE,0,0,0,0,1,0
4.14,1.01,4.7,4.5,0,0,FALSE,1,0,2.4,1,1,71.1
4.72,1,5,4.3,1,0,TRUE,1,0,0,0,1,66.7
10.14,1,5,5,0,0,FALSE,0,0,0,1,1,33.3
3.12,1,4.8,5,0,0,TRUE,1,0,0,1,1,61.9
16.96,1,5,5,0,1,FALSE,0,1,0,1,1,0
2.73,1,5,,1,0,FALSE,0,0,0,0,1,0
3.63,1.23,4.9,5,0,1,TRUE,1,0,36.6,1,1,56.1
1.21,1.05,5,5,1,0,TRUE,1,0,10,0,1,70
8.82,1,4.4,4.7,0,0,FALSE,1,0,0,0,1,66.7
4.08,1,4.7,4.9,1,0,FALSE,1,0,0,1,1,70.6
7.1,1,5,,0,0,FALSE,0,0,0,0,0,0
1.34,1,3.5,5,0,1,TRUE,0,1,0,1,1,60
4.43,1.21,4.7,4.7,0,0,TRUE,1,0,15.4,0,0,23.1
2.34,1.04,5,5,1,0,FALSE,0,1,14.3,0,1,57.1
2.59,1.03,4.9,5,1,0,FALSE,0,0,10.5,1,0,94.7
3.09,1.07,4.8,5,0,1,FALSE,0,0,16.7,0,1,66.7
4.03,1.46,4.2,4,1,0,FALSE,0,0,33.3,1,1,50
2.64,2.07,4.3,4.4,0,0,TRUE,1,0,71.4,1,1,57.1
2.22,1.27,4.6,5,1,0,FALSE,1,0,21.4,1,1,21.4
1.91,1,5,5,0,0,FALSE,0,0,0,0,1,50
13.75,1,5,5,0,1,FALSE,1,0,0,0,1,100
3.05,1,4.9,5,0,1,FALSE,0,1,0,1,1,85.7
3.14,1,5,,0,0,FALSE,0,0,0,0,0,50
6.01,1,5,4.7,1,0,FALSE,0,1,0,0,1,100
3.3,1,5,4.2,0,0,FALSE,1,0,0,1,1,37.5
4.93,1.15,5,5,1,0,FALSE,1,0,20,0,0,80
3.7,1.02,4.5,3.5,0,0,FALSE,1,0,3.7,1,1,92.6
1.57,1.25,5,5,0,0,FALSE,1,0,50,0,1,100
2.39,1,5,3.5,1,0,FALSE,1,0,0,0,0,100
11.61,1,4,4,0,0,FALSE,0,0,0,0,1,0
1.63,1,4,4,0,0,TRUE,1,0,0,0,1,100
5.28,1,4.8,4.3,1,0,TRUE,1,0,0,0,0,50
5.74,1,5,4.5,0,0,FALSE,1,0,0,1,1,87.5
3.51,1,5,,0,0,FALSE,0,1,0,0,1,66.7
4.95,1,4.8,5,0,0,FALSE,0,0,0,1,1,100
4.95,1.25,5,5,0,1,FALSE,1,0,25,0,0,25
2.57,1,5,,0,0,TRUE,0,1,0,1,0,100
2.91,1,4.9,5,0,1,TRUE,1,0,0,1,0,55.6
0.93,1,5,5,1,0,FALSE,0,0,0,0,1,100
2.7,1,5,,0,0,FALSE,0,0,0,0,1,100
6.67,1,5,5,0,1,TRUE,0,1,0,1,1,92.9
25.29,1,5,4.5,0,1,FALSE,1,0,0,0,1,100
3.23,1.5,5,,0,0,FALSE,0,0,100,0,0,0
2.71,1,5,5,0,1,FALSE,0,0,0,1,1,100
1.86,1,5,4,1,0,TRUE,0,1,0,0,0,100
3.07,1,5,5,1,0,TRUE,1,0,0,0,0,100
2.4,1,5,5,0,1,FALSE,0,0,0,0,1,100
3.18,3,5,,1,0,FALSE,0,0,100,0,1,0
2.38,1,5,,1,0,TRUE,0,1,0,0,1,0
2.61,1,5,5,1,0,FALSE,0,1,0,0,1,100
2.63,1.06,4.8,5,0,0,TRUE,1,0,7.7,1,1,7.7
2.27,1,5,4,0,1,TRUE,0,1,0,1,1,100
7.21,1.06,4.5,5,0,1,TRUE,0,1,7.7,1,0,51.3
5.09,1,5,5,0,0,TRUE,0,1,0,1,0,60
129.89,1,5,,0,1,FALSE,0,1,0,0,0,0
2.25,1,5,4,0,0,FALSE,1,0,0,0,1,100
1.41,1,,5,0,0,FALSE,0,0,0,0,0,100
21.07,1,5,4.5,0,0,FALSE,0,1,0,1,0,66.7
5.66,1,3,5,1,0,TRUE,0,0,0,0,1,50
4.65,1,5,3,1,0,FALSE,0,0,0,0,0,100
2.62,1,5,5,0,0,FALSE,0,0,0,0,0,100
5.53,1,4,,1,0,FALSE,0,1,0,1,1,0
3.47,1,4.9,4.9,0,0,FALSE,1,0,0,1,1,66.7
0.84,1,5,,1,0,TRUE,0,1,0,0,1,100
2.11,1,5,5,1,0,FALSE,1,0,0,0,1,100
5.21,1.13,4.5,2.5,0,0,FALSE,1,0,50,0,0,100
2.65,1.08,3.7,4,0,0,FALSE,0,1,33.3,1,1,33.3
7.93,1.17,4.7,4.2,0,0,TRUE,0,1,8.3,1,1,58.3
1.73,1,5,,0,0,FALSE,0,0,0,0,1,100
5.75,1.25,5,4,1,0,TRUE,0,0,12.5,0,1,75
4.89,1,4.8,5,0,0,FALSE,1,0,0,1,1,25
2.99,1.14,5,4.4,0,0,FALSE,1,0,7.1,1,0,78.6
1.59,1,5,,0,0,FALSE,0,1,0,1,1,0
4.17,1.03,4.7,3.3,0,0,FALSE,0,1,11.1,1,0,77.8
6.03,1.36,4.9,4.6,0,0,FALSE,1,0,33.3,0,0,66.7
13.28,1,5,,1,0,FALSE,0,0,0,0,0,100
1.45,1.02,4.7,4.3,0,0,TRUE,1,0,2,1,1,100
4.81,1,5,5,1,0,FALSE,0,1,0,0,1,0
22.81,1,5,5,0,0,FALSE,0,1,0,0,0,100
2.79,1.04,4.9,5,0,0,FALSE,1,0,5.7,0,1,74.3
15.85,1,5,,0,0,TRUE,0,1,0,0,1,100
8.74,1,5,,1,0,TRUE,0,0,0,0,1,100
11.6,1,5,4.5,0,1,TRUE,0,0,0,1,1,16.7
0.08,1,5,5,0,0,FALSE,0,1,0,0,1,0
2.86,1.11,4.8,3.9,0,0,TRUE,1,0,10.5,1,1,47.4
2.12,1,5,5,1,0,FALSE,1,0,0,0,1,100
6.71,1,4.8,5,0,0,FALSE,1,0,0,0,1,100
1.76,1.96,4.8,5,0,0,FALSE,1,0,61.5,0,0,84.6
2.41,1,5,1,1,0,TRUE,0,0,0,1,0,50
3.95,1,5,5,1,0,FALSE,0,1,0,1,0,0
8.1,1,5,,1,0,FALSE,0,1,0,0,0,66.7
15.86,1,5,5,0,0,FALSE,0,1,0,0,0,0
2.13,1,4.1,4.3,0,0,FALSE,0,0,0,1,1,88.9
1.89,1.03,4.8,4.8,1,0,TRUE,1,0,5.4,1,1,56.5
19.9,1,5,5,0,0,TRUE,0,1,0,0,0,100
3.15,1.04,4.9,4.9,0,1,TRUE,1,0,4.3,1,1,47.8
1.04,1,4.8,4.8,0,0,FALSE,1,0,0,0,1,50
15.1,1,5,3,0,0,FALSE,0,0,0,0,1,100
1.4,1,4.3,4.5,0,0,FALSE,1,0,0,0,1,66.7
2.23,1,2,4,0,0,TRUE,0,0,0,0,1,0
6.38,1,5,5,0,1,FALSE,0,1,0,1,1,66.7
18.14,1,5,4,0,0,FALSE,0,0,0,0,0,100
8.47,1,5,,1,0,TRUE,0,1,0,0,0,80
2.38,1,5,5,1,0,FALSE,1,0,0,0,1,50
4.8,1,5,,0,0,FALSE,0,1,0,0,0,0
5.75,1,5,5,0,1,FALSE,0,1,0,1,1,66.7
2.31,1.42,4.6,5,1,0,TRUE,1,0,34.8,1,1,47.8
6.23,1,4.8,3,0,0,TRUE,1,0,0,1,1,83.3
3.33,1.46,4.8,5,0,0,TRUE,1,0,33.3,0,1,100
1.03,1,5,,1,0,TRUE,0,1,0,0,0,100
1.18,1,5,5,0,0,FALSE,0,0,0,0,1,100
5.24,1.04,4.7,5,0,1,FALSE,1,0,3.6,1,1,60.7
3.99,1.1,4.9,4.3,0,1,TRUE,0,0,16.7,1,1,58.3
2.42,1.44,4.7,5,0,0,FALSE,1,0,25,0,1,25
1.72,1,5,4.3,0,0,FALSE,1,0,0,0,0,100
4.49,1,5,4.8,0,0,TRUE,1,0,0,0,0,100
3.29,1.13,4.5,4.5,1,0,FALSE,0,1,50,1,0,0
4,1.14,4.6,5,1,0,TRUE,1,0,18.8,1,1,31.3
4.29,1.25,5,5,0,0,FALSE,0,0,100,0,1,0
6.12,1.07,4.9,4.8,0,0,FALSE,1,0,14.3,1,1,77.1
4.36,1,5,3.3,0,0,FALSE,1,0,0,0,1,33.3
5.45,1,5,4.6,0,1,FALSE,0,0,0,1,0,14.3
0.92,1,5,5,0,0,FALSE,0,1,0,0,1,100
6.46,1.25,5,5,0,0,FALSE,1,0,50,0,1,0
2.36,1.06,4.5,4.3,0,0,TRUE,1,0,7.5,1,1,80
7.4,1.25,5,4,0,0,FALSE,1,0,50,0,1,50
1.97,1,5,5,1,0,TRUE,0,1,0,1,1,50
3.94,1,5,5,1,0,TRUE,0,0,0,0,1,100
9.28,1,5,5,0,0,TRUE,0,1,0,0,1,50
1.87,1,5,3.9,1,0,FALSE,0,0,0,1,1,62.5
7.73,1,4.9,4.1,0,0,FALSE,0,0,0,1,0,90.9
3.01,1.04,3.5,5,1,0,FALSE,1,0,16.7,0,0,83.3
3.2,1,5,5,0,1,FALSE,0,0,0,1,1,50
3.17,1,5,4,0,0,FALSE,0,1,0,1,1,0
2.79,1.07,4.6,4.3,0,0,TRUE,0,0,8.3,1,0,41.7
4.51,1.13,5,4,1,0,FALSE,1,0,50,1,1,50
5.6,1,5,5,0,0,TRUE,1,0,0,0,0,100
7.92,1,4,5,0,0,FALSE,1,0,0,0,0,100
1.35,1.33,5,5,0,1,FALSE,0,0,33.3,1,0,66.7
4.05,1,5,2,0,0,FALSE,0,0,0,0,0,0
2.06,1,5,5,0,0,TRUE,0,0,0,0,0,0
3.48,1,4.9,4.5,0,0,FALSE,1,0,0,1,1,42.9
8.14,1,4.8,5,0,1,FALSE,0,1,0,0,0,25
3.85,1.54,4.1,3,0,0,FALSE,1,0,42.9,0,1,57.1
5.2,1,4.3,5,0,0,TRUE,0,0,0,1,0,83.3
2.83,1,5,4,0,0,FALSE,1,0,0,0,1,0
13.08,1.02,4.8,4.7,0,1,FALSE,0,1,6.3,1,1,81.3
2.89,1,5,,0,0,FALSE,0,1,0,0,0,50
1.68,1,5,5,1,0,FALSE,0,0,0,0,1,100
1.75,1.2,5,4.8,0,0,FALSE,1,0,40,0,1,20
10.79,1,5,,0,0,FALSE,0,1,0,0,1,100
2.33,2,5,5,1,0,FALSE,0,1,100,0,0,0
10.27,1,4.8,5,1,0,FALSE,0,1,0,1,1,100
3.53,1,5,,1,0,TRUE,1,0,0,1,1,40
14.34,1,5,,0,0,FALSE,0,0,0,0,1,0
2.95,1,4.5,5,1,0,TRUE,0,1,0,0,1,50
4.23,1,5,5,0,1,TRUE,0,0,0,1,0,0
4.85,1.06,4.9,4.3,0,0,TRUE,0,0,12.5,0,1,50
3.33,1.13,4.5,5,0,0,FALSE,1,0,25,0,1,50
1.38,1,4.5,,0,1,TRUE,0,1,0,1,1,0
6.12,1.08,5,4.5,0,0,FALSE,0,1,33.3,0,1,33.3
3.52,1,4.8,4.2,0,0,TRUE,1,0,0,1,1,88.2
2.88,1.38,5,5,0,0,FALSE,1,0,50,0,0,50
2.65,1,4.9,4.4,1,0,TRUE,0,1,0,1,1,82.5
5.02,1.44,4.6,5,0,0,FALSE,1,0,33.3,1,0,44.4
2.55,1,5,4.7,1,0,FALSE,1,0,0,0,1,50
1.93,1.25,5,5,1,0,FALSE,0,1,100,0,1,0
1.9,1,4.7,5,0,0,FALSE,1,0,0,0,0,100
13.83,1.04,4.8,4.4,1,0,TRUE,1,0,15.4,1,1,100
3.63,1,4.4,4,0,0,FALSE,1,0,0,1,1,80
2.24,1,3,4,1,0,TRUE,0,0,0,0,1,0
3.95,1.03,4.8,4.3,0,0,TRUE,0,0,6.7,1,0,53.3
3.72,1,5,,0,1,TRUE,0,1,0,0,1,0
3.04,1,5,,1,0,TRUE,0,1,0,1,0,100
2.83,1,5,5,0,0,TRUE,0,0,0,0,0,100
2.35,1,5,5,0,1,TRUE,1,0,0,1,1,66.7
2.52,2,4.5,5,0,1,FALSE,1,0,66.7,1,1,33.3
12.06,1,4.5,4.8,0,0,FALSE,0,1,0,1,1,100
6,1,5,5,0,0,FALSE,0,1,0,1,0,100
14.22,1,5,,0,0,FALSE,0,0,0,0,1,100
3.55,1,5,4,1,0,FALSE,1,0,0,0,1,100
3.12,1,5,,0,1,FALSE,0,1,0,1,0,100
14.91,2.5,5,,0,0,TRUE,0,0,100,0,1,100
1.9,1.05,4.5,5,0,0,TRUE,1,0,4.3,1,1,71.6
1.01,1,5,5,1,0,FALSE,0,0,0,0,0,0
5.52,1,5,5,1,0,FALSE,0,0,0,0,1,0
1.39,1,5,5,0,0,FALSE,0,0,0,0,0,0
5.56,1,5,4.6,0,0,TRUE,1,0,0,1,1,100
6.4,1,5,5,1,0,FALSE,0,0,0,0,0,100
1.19,1,4,5,0,0,FALSE,1,0,0,0,1,0
0.97,1,5,,1,0,FALSE,0,0,0,0,0,0
2.76,1.15,4.8,4.3,0,0,TRUE,1,0,13.5,1,1,75
4.85,1,4.1,4.3,0,0,FALSE,0,1,0,0,1,100
2.44,1.14,4.8,5,1,0,TRUE,1,0,19.7,0,1,49.3
10.11,1,4.6,4.9,1,0,FALSE,0,0,0,1,0,100
2.83,1.1,4.8,3.9,1,0,TRUE,1,0,4.2,1,0,62.5
7.7,1,5,4.7,0,1,TRUE,0,1,0,1,1,66.7
8.18,1,5,5,1,0,FALSE,1,0,0,0,1,100
5.36,1.15,5,5,0,1,FALSE,1,0,10,0,0,40
3.26,1.09,4.6,4.8,0,0,FALSE,1,0,9.1,1,0,45.5
2.26,1,5,5,0,0,TRUE,0,1,0,0,0,100
25.86,1,5,,0,0,FALSE,0,1,0,0,1,0
1.91,1,4,4.7,1,0,FALSE,1,0,0,0,0,0
2.14,1.03,4.7,4.8,0,0,TRUE,1,0,8.3,1,1,41.7
1.46,1,5,,1,0,TRUE,0,0,0,0,0,100
5.21,1.54,4.9,5,1,0,FALSE,0,1,57.1,0,1,100
18.51,1,4,5,0,0,FALSE,0,0,0,0,1,0
2.13,2,5,5,1,0,FALSE,0,1,50,0,0,0
1.45,1.08,4.2,5,0,0,FALSE,1,0,22.2,1,1,55.6
3.47,1,5,,1,0,FALSE,0,1,0,1,1,0
1.51,1,5,,1,0,TRUE,0,1,0,1,1,100
1.67,1,5,5,0,1,FALSE,1,0,0,0,0,0
2.74,1,4.8,4,1,0,FALSE,1,0,0,0,1,83.3
2.83,1.25,5,5,0,0,FALSE,0,1,100,1,1,0
3.08,1,4,,1,0,TRUE,0,0,0,1,1,100
3.66,1,5,4,1,0,FALSE,0,1,0,0,1,0
2.77,1.1,4.8,5,0,1,TRUE,1,0,14,1,1,54.2
17.28,1,4.9,4.6,0,1,TRUE,1,0,0,1,1,91.7
1.78,2,5,5,1,0,FALSE,0,0,100,0,0,100
3.28,1.06,4.8,4,0,0,TRUE,0,1,25,1,1,25
2.75,1.01,4.8,4.8,1,0,TRUE,1,0,4.5,1,0,63.6
2.1,1.04,4.7,5,1,0,TRUE,1,0,5.4,1,1,84.9
13.05,1,5,,0,0,TRUE,0,0,0,0,1,0
4.69,1.13,5,5,0,1,FALSE,1,0,16.7,0,0,16.7
4.82,1,5,4,0,1,TRUE,1,0,0,1,0,100
2.16,1.19,4.7,4.9,0,1,TRUE,1,0,24.7,1,1,54.5
1.87,1,4.7,4,0,0,TRUE,0,1,0,0,0,100
1,1,5,4,0,0,FALSE,1,0,0,0,0,80
1.82,1,4.6,4.9,0,0,FALSE,1,0,0,1,1,73.3
2.02,1,5,5,1,0,TRUE,0,1,0,1,1,0
5.53,1.01,4.7,4.8,0,0,FALSE,0,0,0.9,1,1,68.9
2.89,1,4.5,4.2,0,1,TRUE,1,0,0,1,1,78.6
1.02,1,5,5,1,0,FALSE,0,1,0,0,1,33.3
4.98,1,5,,1,0,FALSE,0,1,0,0,0,100
3.56,1.1,4.5,5,0,0,TRUE,1,0,5,1,1,75
1.91,1,5,4.5,1,0,FALSE,0,1,0,0,1,100
5.86,1,4.4,5,0,0,TRUE,1,0,0,1,1,46.2
14.84,1,4.8,4.7,0,0,TRUE,1,0,0,0,1,66.7
0.62,1,5,5,1,0,TRUE,0,1,0,0,1,0
10.68,1,5,5,0,0,TRUE,1,0,0,0,0,33.3
1.32,1,5,5,0,1,FALSE,0,1,0,0,0,0
4.14,1,5,2.8,0,0,TRUE,1,0,0,0,1,60
7.89,1,5,5,0,0,FALSE,0,1,0,1,1,0
3.1,1,5,5,1,0,FALSE,0,1,0,1,1,66.7
5.43,1,5,3,0,0,TRUE,0,0,0,0,0,100
2.27,1,3,,0,0,TRUE,0,0,0,0,0,0
3.43,1.02,4.8,5,1,0,TRUE,1,0,3.3,1,1,70
4.07,1.2,4.8,4.8,1,0,TRUE,1,0,22.6,1,1,76.4
1.93,1,4,5,1,0,FALSE,1,0,0,1,1,100
6.8,1,5,4,1,0,TRUE,0,1,0,0,1,100
16.8,1.1,4.8,5,0,1,FALSE,1,0,10,1,1,50
13.62,1,5,5,0,0,TRUE,1,0,0,1,0,66.7
15.24,1,5,,1,0,FALSE,0,1,0,0,0,100
3.77,1,5,,0,0,TRUE,0,1,0,0,1,100
1.86,1.04,4.7,4.6,0,0,FALSE,1,0,12,1,1,78
2.8,1,4.9,4.7,0,1,FALSE,1,0,0,1,0,55.6
4.2,1,5,5,0,0,FALSE,1,0,0,0,0,0
8.72,1,5,5,0,0,FALSE,1,0,0,0,1,50
6.48,1,5,5,0,0,TRUE,0,0,0,0,0,66.7
4.77,1,5,,1,0,FALSE,0,1,0,0,1,0
3.45,1.25,5,,1,0,FALSE,0,1,50,0,1,50
4.56,1.56,5,5,0,0,FALSE,1,0,25,0,1,25
1.99,1.25,4.4,4.2,0,1,FALSE,0,0,50,1,1,10
3.71,1.02,4.8,4.7,0,1,FALSE,1,0,10,1,1,40
3.57,1,4,4,0,0,FALSE,0,0,0,0,1,100
14.88,1,5,5,0,0,FALSE,0,0,0,0,1,100
1.9,1,3.9,3.9,0,0,FALSE,1,0,0,0,1,100
3.2,1.16,4.5,5,1,0,TRUE,1,0,9.1,1,1,81.8
1.43,1,4.7,3.5,0,0,FALSE,1,0,0,1,0,44.4
16.1,1,5,5,0,0,FALSE,0,0,0,0,1,0
7.8,1.11,4.4,3.3,0,0,TRUE,1,0,18.8,1,1,43.8
2.43,1,5,,1,0,FALSE,0,0,0,0,1,100
13.94,1,5,4.8,0,1,TRUE,0,0,0,0,1,50
5.71,1,5,5,1,0,FALSE,0,1,0,1,0,0
10.86,1,5,5,0,0,FALSE,0,1,0,0,0,50
2.05,1.3,4,5,0,1,TRUE,0,0,20,1,1,0
7.96,1,5,,1,0,TRUE,0,0,0,0,1,0
2.55,1,4.8,4.5,1,0,FALSE,0,1,0,1,1,50
2.17,1,4.7,3,0,0,TRUE,1,0,0,0,0,55.6
7.59,1.5,5,5,0,1,FALSE,0,1,50,0,1,100
1,1,5,4.6,0,1,FALSE,1,0,0,1,1,72.2
9.94,1,5,4,0,0,TRUE,0,1,0,1,1,100
6.23,1.13,5,5,1,0,FALSE,1,0,25,0,1,0
1.38,1,5,2,1,0,FALSE,1,0,0,0,1,100
27.78,1,5,4.5,0,1,FALSE,0,1,0,0,0,100
8.71,1.13,5,5,0,1,FALSE,1,0,12.5,1,1,87.5
2.82,1,5,4,1,0,TRUE,0,1,0,1,0,100
8.78,1.5,5,,1,0,FALSE,0,0,100,0,1,100
10.73,1,4,5,0,0,TRUE,0,0,0,1,1,100
4.78,1,5,4.5,1,0,FALSE,1,0,0,0,0,50
6.81,1,4.5,,0,0,FALSE,0,0,0,1,0,25
2.69,1.5,4.4,4,1,0,FALSE,0,0,40,1,1,60
6.62,1.08,5,4,1,0,TRUE,0,0,33.3,1,1,33.3
4.48,1.13,5,,1,0,TRUE,0,1,50,0,1,0
3.29,1.25,5,5,0,1,FALSE,0,1,50,1,1,50
1.87,1,4.7,4.8,0,0,TRUE,1,0,0,1,0,25
7.8,1.33,5,5,0,0,FALSE,0,1,33.3,0,1,0
1.02,1,5,,1,0,FALSE,0,1,0,0,0,0
2.06,1,5,4.5,1,0,TRUE,0,1,0,0,1,50
3.18,1.08,4.7,3.9,0,0,FALSE,1,0,22.2,0,1,44.4
2.14,1,4.8,4.9,0,1,TRUE,1,0,0,1,1,55
2.31,1,5,5,0,0,TRUE,0,0,0,0,0,100
9.56,1,5,4,1,0,TRUE,1,0,0,0,1,100
2.31,1,5,5,1,0,FALSE,0,0,0,0,0,100
3.61,1.25,5,5,0,0,FALSE,1,0,33.3,1,1,0
3.73,1.09,4.6,4.4,0,0,FALSE,0,0,10.5,1,1,42.1
0.89,1,5,4,1,0,TRUE,0,1,0,0,1,0
2.46,1,5,,0,1,FALSE,0,0,0,0,0,0
4.18,1,4.5,4.4,0,0,FALSE,0,1,0,0,0,100
6.07,1,4.8,3.8,0,0,TRUE,1,0,0,0,0,20
4.24,1.46,3.7,5,0,0,FALSE,0,0,33.3,0,1,33.3
10.31,1.2,4.7,5,0,1,TRUE,1,0,10,1,1,10
2.26,1.31,5,5,1,0,TRUE,0,1,25,1,1,25
2.05,1,4.1,3.8,0,0,FALSE,1,0,0,0,1,14.3
4.39,1,5,5,1,0,TRUE,0,1,0,0,1,0
2.64,1,5,3.6,0,0,FALSE,1,0,0,1,1,100
2.25,1,4.5,4.5,0,0,TRUE,1,0,0,0,0,100
8.61,1,5,,1,0,FALSE,0,0,0,0,1,0
11.3,1,4.6,5,0,0,FALSE,1,0,0,1,1,75
60.58,1,5,5,1,0,FALSE,0,1,0,0,0,100
4.98,1,5,5,0,0,FALSE,0,1,0,1,1,100
16.18,1,5,2.5,1,0,TRUE,1,0,0,0,1,0
12.34,1.58,5,4.6,0,0,TRUE,1,0,16.7,1,1,66.7
6.12,1.25,5,4,1,0,FALSE,0,0,100,0,0,0
16.14,1,5,,1,0,TRUE,0,0,0,0,1,100
3.4,1.04,4.7,4.8,0,0,FALSE,1,0,4.8,1,1,54.8
0.81,1,5,5,1,0,FALSE,1,0,0,0,0,50
1.96,1,3,5,0,0,FALSE,0,0,0,0,1,0
11.68,1,5,4,0,1,TRUE,1,0,0,0,1,66.7
4.94,1,5,,0,0,FALSE,0,1,0,0,1,0
3.4,1,5,,1,0,FALSE,0,1,0,0,1,0
1.81,1,5,1,1,0,TRUE,1,0,0,0,1,0
4.65,1,3,4,0,0,TRUE,0,0,0,0,1,100
11.07,1,4,,0,0,FALSE,0,0,0,0,0,0
4.26,1,4.5,4,0,0,FALSE,0,0,0,1,1,50
1.34,1,5,2,0,0,FALSE,0,0,0,0,1,100
2.12,1.04,4.7,4.9,0,1,FALSE,1,0,15,1,1,40
1.73,1.22,4.8,3.3,0,0,FALSE,1,0,37.5,0,1,12.5
3.68,1,5,5,0,1,TRUE,0,1,0,0,0,100
5.84,1,4.8,3.9,1,0,TRUE,1,0,0,1,1,85.7
3.17,1,5,5,0,0,FALSE,0,0,0,0,1,100
2.96,1.04,4.3,4,1,0,TRUE,1,0,4.8,1,1,100
19.46,1,5,5,0,1,FALSE,0,1,0,0,1,100
7.38,1,5,5,0,1,TRUE,0,1,0,0,1,100
